Customer_Name,Gender,Salary,Area,Sub_category,Brand,Price,Quantity,Order Date,Recency,History,Offer,Profit
Meg O'Connel,Female,80966.87,Surburban,Casual Cloths,Byford_by_Pantaloo,1199,1,21-09-2015,12,421.4,15,-103.266
Kalyca Meade,Female,6980.96,Surburban,Casual Cloths,Byford_by_Pantaloo,599,1,30-08-2016,10,10605,5,-172.7328
Kalyca Meade,Female,80594.91,Urban,Casual Cloths,Byford_by_Pantaloo,599,2,30-08-2016,4,1245.3,31,-10.1736
Kalyca Meade,Male,70321.16,Urban,Casual Cloths,Byford_by_Pantaloo,699,2,30-08-2016,4,5968.2,35,-33.32
Kalyca Meade,Male,73294.5,Surburban,Casual Cloths,Byford_by_Pantaloo,699,1,14-11-2015,5,10917.2,35,0.2016
Greg Tran,Male,1147.37,Urban,Casual Cloths,Byford_by_Pantaloo,999,1,14-11-2015,10,4775.4,10,41.823
Greg Tran,Male,74982.28,Rural,Casual Cloths,Byford_by_Pantaloo,899,1,14-11-2015,11,29673,10,22.0077
Greg Tran,Male,10824.32,Urban,Casual Cloths,Byford_by_Pantaloo,699,1,14-11-2015,11,12700.8,10,28.65
Philip Brown,Male,78278.8,Surburban,Casual Cloths,Byford_by_Pantaloo,499,1,23-11-2017,9,11734.1,5,-14.4588
Hallie Redmond,Female,69840.93,Urban,Casual Cloths,Byford_by_Pantaloo,1299,1,13-11-2015,4,21149.8,20,17.6418
Deanra Eno,Male,7531.98,Urban,Casual Cloths,Byford_by_Pantaloo,699,1,13-11-2015,10,6328.7,5,8.073
Deanra Eno,Female,38871.13,Urban,Casual Cloths,Byford_by_Pantaloo,699,1,26-04-2017,5,18914,10,0
Deanra Eno,Male,6187.41,Urban,Casual Cloths,Byford_by_Pantaloo,599,1,24-08-2014,5,22841,5,2.6936
Laura Armstrong,Male,73636.32,Rural,Casual Cloths,Byford_by_Pantaloo,699,1,28-03-2016,4,869.4,15,25.198
Laura Armstrong,Female,57098.62,Urban,Casual Cloths,Byford_by_Pantaloo,699,1,27-09-2015,7,6301.4,15,31.0912
Laura Armstrong,Male,44017.33,Urban,Casual Cloths,Byford_by_Pantaloo,999,1,27-09-2015,1,9951.2,35,7.5371
Laura Armstrong,Male,57266.33,Surburban,Casual Cloths,Byford_by_Pantaloo,699,1,26-11-2016,2,4204.2,5,-12.196
Allen Goldenen,Male,37865.92,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,21-09-2017,1,20056.4,15,7.2576
Allen Goldenen,Male,25032.91,Surburban,Casual Cloths,Byford_by_Pantaloo,599,1,16-06-2015,6,14386.4,10,10.203
Allen Goldenen,Male,5594.46,Urban,Casual Cloths,Byford_by_Pantaloo,599,1,16-06-2015,9,16571.8,15,16.6796
Ed Ludwig,Female,9332,Urban,Casual Cloths,Byford_by_Pantaloo,699,1,16-06-2015,1,35821.1,5,15.764
Jennifer Jackson,Female,59654.3,Urban,Casual Cloths,Byford_by_Pantaloo,599,1,16-06-2015,8,11410,5,15.552
Jennifer Halladay,Male,38711.29,Urban,Casual Cloths,Byford_by_Pantaloo,899,1,16-06-2015,10,32738.3,5,10.7892
Jennifer Halladay,Male,895.4,Rural,Casual Cloths,Byford_by_Pantaloo,699,1,08-10-2017,3,8648.5,35,-6.4233
Robert Dilbeck,Female,59854.09,Surburban,Casual Cloths,Byford_by_Pantaloo,1299,3,09-05-2016,2,23088.1,20,3.344
Mary O'Rourke,Female,43958.03,Urban,Casual Cloths,Byford_by_Pantaloo,599,1,12-09-2017,10,20239.8,15,6.2208
Mary O'Rourke,Female,25033.14,Urban,Casual Cloths,Byford_by_Pantaloo,899,1,12-09-2017,7,2475.9,30,10.8682
Noel Staavos,Female,6696.38,Surburban,Casual Cloths,Byford_by_Pantaloo,799,1,12-09-2017,1,410.9,20,256.784
Steve Nguyen,Male,6438.75,Urban,Casual Cloths,Byford_by_Pantaloo,699,1,10-11-2017,2,6337.1,15,3.614
Zuschuss Carroll,Female,8828.72,Surburban,Casual Cloths,Byford_by_Pantaloo,599,1,10-11-2017,8,2534,31,12.1348
Zuschuss Carroll,Male,24224.75,Surburban,Casual Cloths,Byford_by_Pantaloo,599,1,04-10-2014,9,11645.9,15,13.4925
Lena Creighton,Male,60272.89,Urban,Casual Cloths,Byford_by_Pantaloo,899,1,04-04-2017,3,19245.8,10,70.006
Lena Creighton,Male,39041.64,Surburban,Casual Cloths,Byford_by_Pantaloo,599,1,04-04-2017,2,32374.3,31,129.6
Deirdre Greer,Male,5990.01,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,11-10-2017,11,26702.9,5,2.9372
Deirdre Greer,Male,16309.4,Surburban,Sports Cloths,Byford_by_Pantaloo,999,1,11-10-2017,12,16040.5,20,66.0736
Nicole Fjeld,Male,43686.31,Surburban,Casual Cloths,Byford_by_Pantaloo,699,1,14-04-2016,6,13113.1,25,134.654
Nicole Fjeld,Male,17235.03,Rural,Casual Cloths,Byford_by_Pantaloo,999,1,14-04-2016,9,7255.5,20,2.4288
Nicole Fjeld,Female,37899.16,Urban,Casual Cloths,Byford_by_Pantaloo,599,1,24-10-2017,5,5841.5,31,4.3008
Ben Peterman,Male,52308.83,Urban,Casual Cloths,Byford_by_Pantaloo,599,1,24-10-2017,2,537.6,31,15.12
Ben Peterman,Female,47260.81,Surburban,Casual Cloths,Byford_by_Pantaloo,799,1,24-10-2017,8,5057.5,15,10.3904
Matthew Grinstein,Male,39030.65,Rural,Casual Cloths,Byford_by_Pantaloo,599,1,24-10-2017,3,27940.5,5,-3.3506
Julia Dunbar,Female,45685.42,Surburban,Casual Cloths,Byford_by_Pantaloo,599,1,12-11-2016,2,28343,25,22.4955
Theresa Swint,Female,41332.65,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,07-03-2017,10,8694.7,30,9.744
Theresa Swint,Male,43218.31,Urban,Casual Cloths,Byford_by_Pantaloo,599,1,29-11-2015,6,2496.2,31,23.5116
Theresa Swint,Female,55849.48,Surburban,Casual Cloths,Byford_by_Pantaloo,699,1,29-11-2015,2,3844.4,10,7.3479
Theresa Swint,Female,31367.36,Surburban,Casual Cloths,Byford_by_Pantaloo,699,1,18-03-2017,5,19433.4,15,49.2576
Theresa Swint,Male,1240.11,Surburban,Sports Cloths,Byford_by_Pantaloo,1299,1,18-03-2017,11,24217.2,20,88.1295
Brian DeCherney,Male,52006.25,Urban,Casual Cloths,Byford_by_Pantaloo,999,1,18-03-2017,3,15460.9,20,21.7728
Charles McCrossin,Male,38162.3,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,18-03-2017,2,11426.1,40,138.3552
Ross Baird,Female,32178.79,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,30-11-2017,8,7604.8,30,82.992
Skye Norling,Male,39569.02,Urban,Casual Cloths,Byford_by_Pantaloo,1299,1,22-11-2014,10,21791.7,20,792.2691
Erica Hernandez,Female,36997.45,Urban,Casual Cloths,Byford_by_Pantaloo,899,1,22-11-2014,11,32273.5,20,14.9292
Frank Olsen,Female,40349.92,Urban,Casual Cloths,Byford_by_Pantaloo,599,1,22-11-2014,10,28800.8,5,26.565
Maurice Satty,Male,14025.53,Surburban,Casual Cloths,Byford_by_Pantaloo,699,1,05-01-2016,12,8089.2,15,28.615
Maurice Satty,Male,19937.45,Surburban,Casual Cloths,Byford_by_Pantaloo,599,1,08-10-2015,10,4918.2,15,18.4548
Chad Cunningham,Male,98652.28,Surburban,Casual Cloths,Byford_by_Pantaloo,699,1,24-07-2014,6,4050.9,35,-14.229
Don Weiss,Male,31058.11,Urban,Sports Cloths,Byford_by_Pantaloo,1299,2,24-07-2014,1,3409.7,20,-140.196
Don Weiss,Male,59853.15,Surburban,Casual Cloths,Byford_by_Pantaloo,699,3,25-05-2014,5,19450.9,15,10.5072
Don Weiss,Male,58524.43,Urban,Sports Cloths,Byford_by_Pantaloo,599,1,05-09-2017,4,4627.7,20,6.2208
Bill Tyler,Female,62834.67,Urban,Casual Cloths,Byford_by_Pantaloo,1299,2,05-09-2017,10,23172.8,15,15.1116
Bill Tyler,Male,109735.09,Surburban,Casual Cloths,Byford_by_Pantaloo,1299,2,02-06-2017,2,10303.3,15,28.0032
Karen Daniels,Female,83090.88,Urban,Casual Cloths,Byford_by_Pantaloo,1299,2,03-02-2014,1,924.7,20,1.3257
Karen Daniels,Male,36152.91,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,14-02-2017,2,1669.5,15,-417.0936
Karen Daniels,Male,40938.84,Surburban,Casual Cloths,Byford_by_Pantaloo,599,1,14-02-2017,11,28319.9,15,15.998
Lena Cacioppo,Female,61709.82,Rural,Casual Cloths,Byford_by_Pantaloo,599,2,14-02-2017,10,11011.7,31,-2.6892
Craig Yedwab,Male,98881.88,Urban,Casual Cloths,Byford_by_Pantaloo,899,1,14-02-2017,4,22463.7,15,-32.48
Craig Yedwab,Female,60465.59,Surburban,Casual Cloths,Byford_by_Pantaloo,1199,1,02-04-2017,3,34155.8,20,25.62
Lindsay Williams,Female,60025.87,Surburban,Casual Cloths,Byford_by_Pantaloo,599,3,02-04-2017,6,2492.7,15,188.1404
Lindsay Williams,Male,101706.8,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,08-03-2016,7,16527,15,219.4514
Naresj Patel,Male,62129.24,Urban,Casual Cloths,Byford_by_Pantaloo,599,1,08-03-2016,4,3808.7,31,129.5865
Naresj Patel,Female,35412.08,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,08-03-2016,4,7466.2,15,79.8912
Brad Thomas,Male,36268.04,Rural,Casual Cloths,Byford_by_Pantaloo,1499,1,23-08-2015,1,16346.4,15,2.772
Brad Thomas,Female,48783.38,Urban,Casual Cloths,Byford_by_Pantaloo,1199,2,23-08-2015,2,16801.4,25,3.6288
Penelope Sewall,Male,34848.06,Surburban,Casual Cloths,Byford_by_Pantaloo,1299,1,23-08-2015,1,31974.6,15,2.256
Penelope Sewall,Male,28751.25,Urban,Casual Cloths,Byford_by_Pantaloo,1299,1,23-08-2015,10,28032.9,20,-13.5548
Noel Staavos,Male,65458.06,Rural,Casual Cloths,Byford_by_Pantaloo,1299,2,01-05-2017,2,2248.4,15,11.592
Paul Van Hugh,Female,63285.37,Surburban,Casual Cloths,Byford_by_Pantaloo,999,1,01-05-2017,3,6510,20,-42.1096
Paul Van Hugh,Male,104737.5,Surburban,Casual Cloths,Byford_by_Pantaloo,1299,1,19-04-2017,1,22579.9,10,3.5022
Paul Van Hugh,Female,51640.34,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,19-04-2017,7,11576.6,30,9.0882
Paul Van Hugh,Female,5295,Surburban,Casual Cloths,Byford_by_Pantaloo,1199,1,27-12-2017,1,8776.6,20,34.758
Resi Pölking,Male,24160,Rural,Casual Cloths,Byford_by_Pantaloo,899,1,27-12-2017,2,13550.6,35,50.8254
Neoma Murray,Male,3609,Urban,Casual Cloths,Byford_by_Pantaloo,999,1,29-03-2017,3,3012.8,25,11.556
Eric Hoffmann,Male,63081.18,Surburban,Casual Cloths,Byford_by_Pantaloo,599,1,29-07-2016,12,356.3,20,5.6956
Eric Hoffmann,Male,69187.83,Surburban,Casual Cloths,Byford_by_Pantaloo,599,1,14-07-2017,3,11695.6,31,26.1156
Eric Hoffmann,Male,57841.99,Rural,Casual Cloths,Byford_by_Pantaloo,899,1,22-07-2016,2,3195.5,20,10.0878
Eric Hoffmann,Male,46844.04,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,22-07-2016,3,5585.3,5,4.8588
Eric Hoffmann,Male,46930.11,Urban,Casual Cloths,Byford_by_Pantaloo,799,1,22-07-2016,9,3455.9,15,25.4016
Eric Hoffmann,Female,17894.93,Rural,Casual Cloths,Byford_by_Pantaloo,1199,1,22-07-2016,1,35098,20,47.7306
Eric Hoffmann,Male,4414.5,Surburban,Casual Cloths,Byford_by_Pantaloo,599,1,30-08-2016,5,1626.1,10,62.82
Russell Applegate,Male,70414.27,Rural,Casual Cloths,Byford_by_Pantaloo,1199,1,30-08-2016,10,2121.7,25,63.873
Russell Applegate,Male,36017.79,Urban,Casual Cloths,Byford_by_Pantaloo,1499,1,30-08-2016,6,7812,35,16.9932
Russell Applegate,Male,60657.52,Surburban,Sports Cloths,Byford_by_Pantaloo,1199,1,30-08-2016,1,6188,20,-39.9528
Dionis Lloyd,Male,60060.67,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,30-08-2016,1,5644.1,20,11.206
Christine Sundaresam,Male,59175.9,Surburban,Casual Cloths,Byford_by_Pantaloo,999,1,30-08-2016,6,10035.2,15,0.1588
Christine Sundaresam,Male,54308.19,Rural,Casual Cloths,Byford_by_Pantaloo,599,1,12-06-2015,11,22393.7,5,-182.637
Christine Sundaresam,Male,53623.96,Surburban,Casual Cloths,Byford_by_Pantaloo,1199,1,12-06-2015,2,1810.9,25,31.198
Christine Sundaresam,Male,3371.94,Rural,Suits,Byford_by_Pantaloo,599,1,12-06-2015,9,25135.6,15,7.3008
Hunter Lopez,Female,53451.59,Surburban,Casual Cloths,Byford_by_Pantaloo,799,2,12-06-2015,10,1551.2,15,7.596
Hunter Lopez,Male,58228.33,Urban,Suits,Byford_by_Pantaloo,1299,2,12-06-2015,6,6077.4,15,-62.88
Hunter Lopez,Female,61069.88,Rural,Casual Cloths,Byford_by_Pantaloo,1499,1,12-06-2015,6,11329.5,35,-3.14
Hunter Lopez,Male,58272.6,Urban,Casual Cloths,Byford_by_Pantaloo,899,1,12-06-2015,10,3990,10,51.8312
Hunter Lopez,Female,40028.81,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,12-06-2015,5,24410.4,20,21.1428
Hunter Lopez,Female,54512.59,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,12-09-2017,1,19798.8,10,-47.3968
Pete Armstrong,Female,60558.37,Surburban,Casual Cloths,Byford_by_Pantaloo,1299,1,06-10-2017,12,23516.5,20,23.0864
Pete Armstrong,Male,58129.81,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,17-12-2014,6,12985.7,40,14.6718
Brian Dahlen,Male,57146.67,Urban,Casual Cloths,Byford_by_Pantaloo,1199,1,17-12-2014,10,13377,20,18.1176
Brian Dahlen,Male,41648,Surburban,Casual Cloths,Byford_by_Pantaloo,1299,3,17-12-2014,10,18671.1,15,39.5
Brian Dahlen,Female,43050.94,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,17-12-2014,7,5549.6,5,70.5564
Greg Guthrie,Female,42326.67,Rural,Casual Cloths,Byford_by_Pantaloo,1299,1,26-08-2014,5,3164.7,10,6.3744
Joni Sundaresam,Male,43070.72,Rural,Casual Cloths,Byford_by_Pantaloo,1199,1,26-08-2014,7,6505.8,20,4.4352
Joni Sundaresam,Female,62473.94,Surburban,Casual Cloths,Byford_by_Pantaloo,899,1,18-11-2017,10,3929.1,15,-45.84
Lena Radford,Female,39870.12,Surburban,Casual Cloths,TEE_BUD,1500,1,18-11-2017,9,1219.4,71,-15.5904
Frank Hawley,Male,52992.4,Surburban,Casual Cloths,TEE_BUD,1500,1,18-11-2017,9,17204.6,70,8.499
Frank Hawley,Male,59602.06,Rural,Casual Cloths,TEE_BUD,1500,1,18-11-2017,1,7495.6,73,4.4312
Frank Hawley,Male,48619.38,Urban,Casual Cloths,TEE_BUD,899,1,18-11-2017,12,2341.5,61,-17.7072
Arthur Prichep,Female,48237.95,Rural,Casual Cloths,TEE_BUD,1199,1,12-12-2014,1,30972.9,58,-336.6272
Arthur Prichep,Male,53008.6,Surburban,Casual Cloths,TEE_BUD,1300,1,27-09-2017,3,9044.7,71,0.9282
Arthur Prichep,Female,64855.06,Rural,Casual Cloths,TEE_BUD,1400,1,13-02-2017,3,15708,67,108.3528
Nat Carroll,Female,62485.81,Urban,Casual Cloths,TEE_BUD,1499,1,13-02-2017,4,2769.2,70,7.7679
Nat Carroll,Female,89264.4,Surburban,Suits,TEE_BUD,1199,1,03-07-2014,10,14604.8,58,10.368
Nat Carroll,Male,74902.31,Urban,Casual Cloths,TEE_BUD,1200,1,10-06-2016,1,3920.7,62,15.552
Nat Carroll,Female,76819.67,Urban,Casual Cloths,TEE_BUD,1300,1,25-12-2014,3,37160.9,69,14.904
Nat Carroll,Male,60386.2,Rural,Casual Cloths,TEE_BUD,1500,1,18-12-2015,11,9438.1,73,607.608
Kelly Lampkin,Female,53508.03,Urban,Casual Cloths,TEE_BUD,1199,2,18-12-2015,5,4414.9,58,-16.998
Kelly Lampkin,Male,58587.66,Surburban,Casual Cloths,TEE_BUD,1799,1,18-12-2015,10,34195,61,69.0018
Penelope Sewall,Female,56638.76,Surburban,Casual Cloths,TEE_BUD,1499,1,24-07-2017,5,9364.6,73,331.191
Penelope Sewall,Male,53347.44,Surburban,Casual Cloths,TEE_BUD,1300,1,05-08-2014,9,21449.4,69,33.7212
Penelope Sewall,Female,56888.54,Urban,Casual Cloths,TEE_BUD,1300,4,28-08-2015,4,7037.8,69,-75.8304
Penelope Sewall,Male,65674.48,Urban,Sports Cloths,TEE_BUD,1500,1,28-08-2015,8,20598.2,70,11.7
George Bell,Male,57975.61,Surburban,Casual Cloths,TEE_BUD,3000,1,27-03-2016,12,502.6,70,5.9185
Alex Avila,Male,55922.6,Surburban,Casual Cloths,TEE_BUD,999,1,27-03-2016,6,12608.4,60,-17.9964
Alex Avila,Female,56312.25,Rural,Casual Cloths,TEE_BUD,1500,1,16-09-2014,12,16408.7,73,-8.029
Anne Pryor,Female,26242.28,Surburban,Casual Cloths,TEE_BUD,1199,3,25-09-2014,10,15390.2,66,15.4752
Anne Pryor,Male,27493.2,Surburban,Casual Cloths,TEE_BUD,1500,1,25-09-2014,3,21456.4,73,17.334
Kelly Collister,Male,62678.72,Urban,Women's Footwear,TEE_BUD,1500,2,25-09-2014,10,15373.4,73,9.4815
Delfina Latchford,Male,6440.63,Rural,Suits,TEE_BUD,1000,2,31-10-2016,10,20455.4,62,32.16
Delfina Latchford,Female,64970.93,Surburban,Suits,TEE_BUD,1500,1,03-06-2016,2,6442.8,70,-24.392
Delfina Latchford,Male,57037.07,Surburban,Suits,TEE_BUD,1500,1,03-06-2016,12,12815.6,71,19.435
Delfina Latchford,Male,59538.63,Urban,Suits,TEE_BUD,1499,1,26-12-2017,9,9289,70,11.2236
Scott Williamson,Female,19705.17,Surburban,Suits,TEE_BUD,1499,1,28-03-2016,12,31003,70,-4.752
Allen Armold,Male,19917.44,Urban,Slippers,TEE_BUD,1500,3,28-03-2016,10,15612.8,73,0
Liz Thompson,Male,25091.3,Urban,Men's Footwear,TEE_BUD,1500,1,28-03-2016,5,24156.3,73,1.5066
Dave Poirier,Male,6769,Surburban,Casual Cloths,TEE_BUD,1500,1,18-11-2017,8,21625.1,76,50.9208
Adam Bellavance,Male,91449.83,Surburban,Casual Cloths,TEE_BUD,1500,1,29-09-2017,5,16824.5,73,-240.784
Alyssa Tate,Female,62305.48,Urban,Casual Cloths,TEE_BUD,1500,1,29-09-2017,1,443.1,70,0.5998
Joel Eaton,Male,41128.0629,Urban,Casual Cloths,TEE_BUD,1500,1,10-09-2017,1,6842.5,73,9.0048
Joel Eaton,Male,42055,Surburban,Casual Cloths,TEE_BUD,1499,2,11-12-2017,2,21245,73,6.0726
Cathy Armstrong,Male,71021.82,Surburban,Casual Cloths,TEE_BUD,1300,1,11-12-2017,8,1607.2,67,18.1908
Dave Brooks,Male,58243.69,Surburban,Casual Cloths,TEE_BUD,1500,1,11-12-2017,2,4074.7,70,68.823
Dave Brooks,Female,62012.84,Surburban,Casual Cloths,TEE_BUD,1500,1,12-11-2017,6,19037.2,71,4.4344
Rob Beeghly,Male,69851.21,Surburban,Casual Cloths,TEE_BUD,1199,1,12-11-2017,11,8767.5,62,355.4466
Rob Beeghly,Female,73523.65,Surburban,Casual Cloths,TEE_BUD,1500,1,12-11-2017,10,18743.2,73,473.6106
Harold Ryan,Female,94210.08,Surburban,Casual Cloths,TEE_BUD,1300,1,12-11-2017,7,379.4,65,157.8702
Harold Ryan,Female,107755.4,Urban,Casual Cloths,TEE_BUD,1199,1,09-11-2014,6,25518.5,66,-44.2782
Bradley Talbott,Male,6496.16,Surburban,Casual Cloths,TEE_BUD,1500,1,22-10-2017,12,6029.8,73,1.8
Bradley Talbott,Female,11702.04,Surburban,Casual Cloths,TEE_BUD,1000,1,22-10-2017,9,37801.4,70,7.5864
Bradley Talbott,Female,57780.47,Urban,Casual Cloths,TEE_BUD,1199,1,01-01-2016,8,25123.7,54,-3.168
Bradley Talbott,Male,54109.19,Surburban,Casual Cloths,TEE_BUD,1500,1,08-10-2017,2,15934.1,66,17.1574
Bradley Talbott,Male,58107.94,Rural,Casual Cloths,TEE_BUD,1500,1,08-06-2017,10,5422.9,73,-9.555
Nat Gilpin,Male,58772.3,Surburban,Casual Cloths,TEE_BUD,1500,3,04-09-2014,10,26000.1,70,-6.0192
Nat Gilpin,Male,56852.46,Surburban,Casual Cloths,TEE_BUD,1500,1,28-07-2017,10,15809.5,73,14.0859
Zuschuss Carroll,Male,4837.9,Surburban,Casual Cloths,TEE_BUD,1500,1,10-07-2015,2,2625.7,70,-2.244
Zuschuss Carroll,Male,24683.83,Surburban,Casual Cloths,TEE_BUD,1500,2,07-12-2014,1,6678.7,73,9.5968
Zuschuss Carroll,Female,52528.85,Urban,Casual Cloths,TEE_BUD,1500,1,22-12-2017,8,36948.8,73,2.338
Linda Southworth,Female,53166.91,Surburban,Casual Cloths,TEE_BUD,1000,1,20-05-2014,11,19231.1,70,3.7308
Linda Southworth,Female,54317.83,Urban,Casual Cloths,TEE_BUD,1500,2,20-05-2014,10,28369.6,73,5.7768
Linda Southworth,Male,5070.2,Urban,Casual Cloths,TEE_BUD,1500,3,16-11-2014,3,6529.6,71,60.1536
Linda Southworth,Male,29565.03,Urban,Casual Cloths,TEE_BUD,1000,3,16-11-2014,1,1232,70,4.2861
Linda Southworth,Male,48619.03,Urban,Casual Cloths,TEE_BUD,1500,1,16-11-2014,9,17774.4,71,11.1664
Larry Hughes,Female,56984.35,Urban,Casual Cloths,TEE_BUD,1500,1,16-11-2014,1,31663.8,72,28.008
Steven Ward,Male,55879.53,Urban,Casual Cloths,TEE_BUD,1500,1,16-11-2014,2,1498.7,80,14.896
Steven Ward,Female,59681.09,Surburban,Casual Cloths,TEE_BUD,1500,3,15-01-2016,5,33068.7,70,118.983
Steven Ward,Male,58527.21,Urban,Casual Cloths,TEE_BUD,1500,1,15-01-2016,10,10889.2,73,141.723
Steven Ward,Female,54754.19,Rural,Casual Cloths,TEE_BUD,1400,1,27-09-2017,6,17518.9,67,5.022
Stefania Perrino,Female,50376.96,Urban,Casual Cloths,TEE_BUD,1500,1,28-12-2014,1,1892.1,70,58.0272
Stefania Perrino,Male,2561.49,Surburban,Casual Cloths,TEE_BUD,1500,1,01-06-2016,10,15463.7,70,0.1692
Stefania Perrino,Female,2528.1,Urban,Casual Cloths,TEE_BUD,1000,1,01-06-2016,8,2537.5,70,6.534
Stefania Perrino,Female,35738.4,Surburban,Casual Cloths,TEE_BUD,1500,3,10-07-2017,2,618.1,73,35.3346
Stefania Perrino,Female,2577.39,Rural,Casual Cloths,TEE_BUD,1500,3,16-11-2017,10,6084.4,73,314.2719
Stefania Perrino,Female,51416.27,Rural,Casual Cloths,TEE_BUD,1799,1,16-11-2017,6,12049.8,50,124.9552
Ben Ferrer,Female,2634.1,Urban,Casual Cloths,TEE_BUD,1200,1,08-10-2015,6,21252.7,66,23.004
Ben Ferrer,Female,2510.61,Surburban,Casual Cloths,TEE_BUD,1500,2,08-10-2015,7,5060.3,73,32.4
Becky Martin,Male,40581.81236,Urban,Casual Cloths,TEE_BUD,1300,1,05-10-2014,8,31826.2,73,3.4104
Becky Martin,Female,2800.8,Rural,Casual Cloths,TEE_BUD,2000,1,05-10-2014,1,17997,75,1.46
Becky Martin,Male,5300,Surburban,Casual Cloths,TEE_BUD,1500,1,05-10-2014,2,13244.7,73,107.46
Becky Martin,Female,38795.34,Urban,Casual Cloths,TEE_BUD,1999,1,05-10-2014,9,6404.3,50,4.6284
Becky Martin,Male,38278.56,Urban,Casual Cloths,TEE_BUD,1500,1,05-10-2014,2,5512.5,70,-3.264
Becky Martin,Male,1064.68,Urban,Casual Cloths,TEE_BUD,1199,2,05-10-2014,2,14532.7,58,20.1579
Zuschuss Carroll,Female,4738.2,Surburban,Casual Cloths,TEE_BUD,1300,1,05-10-2014,1,21929.6,71,-0.0895
Zuschuss Carroll,Male,2856.7,Surburban,Casual Cloths,TEE_BUD,1500,1,16-08-2014,4,3215.8,70,18.767
Zuschuss Carroll,Male,5090.67,Rural,Casual Cloths,TEE_BUD,1500,1,05-09-2017,6,5982.2,73,39.066
Kean Thornton,Female,1122.8,Surburban,Casual Cloths,TEE_BUD,1500,1,22-04-2017,6,11403,73,-44.2782
Kean Thornton,Male,2632.22,Urban,Casual Cloths,TEE_BUD,1000,1,22-04-2017,3,25817.4,70,-4.7784
Brooke Gillingham,Male,2906.07,Urban,Casual Cloths,TEE_BUD,1000,1,22-04-2017,1,12566.4,70,-7.7292
Patrick Gardner,Male,3370.49,Urban,Casual Cloths,TEE_BUD,1500,1,27-04-2016,1,1294.3,70,1.3944
Patrick Gardner,Male,6385.5,Surburban,Casual Cloths,TEE_BUD,1000,1,15-01-2016,6,9590,70,-15.5826
Patrick Gardner,Male,18970.4,Surburban,Casual Cloths,TEE_BUD,1300,2,02-05-2016,9,23912.7,65,12.5832
Patrick Gardner,Male,47542.28,Urban,Casual Cloths,TEE_BUD,1500,1,02-05-2016,3,23606.8,70,15.9516
Greg Matthias,Female,33833.98,Rural,Casual Cloths,TEE_BUD,1500,2,27-11-2016,10,23136.4,73,-77.333
Greg Matthias,Male,47247.31,Surburban,Casual Cloths,TEE_BUD,1200,1,27-11-2016,2,18861.5,64,46.095
Greg Matthias,Female,34174.46,Surburban,Casual Cloths,TEE_BUD,1400,1,27-11-2016,2,16060.8,67,-2.8272
Meg O'Connel,Female,39920.16,Urban,Casual Cloths,TEE_BUD,1500,1,03-02-2016,10,13612.2,72,14.677
Patrick Gardner,Female,46594.65,Surburban,Casual Cloths,TEE_BUD,1500,1,05-12-2017,9,18286.8,73,24.7275
Eva Jacobs,Female,5123,Surburban,Casual Cloths,TEE_BUD,1500,1,05-12-2017,11,19555.9,71,-18.1176
Nora Preis,Male,31345.73,Urban,Casual Cloths,TEE_BUD,1500,1,12-12-2017,9,23388.4,70,4.908
Nora Preis,Male,18012.19,Surburban,Casual Cloths,TEE_BUD,1500,1,12-12-2017,10,3285.8,66,38.988
Nora Preis,Female,39852.8,Urban,Casual Cloths,TEE_BUD,1500,1,12-12-2017,2,4724.3,70,5.2896
Doug Jacobs,Male,53607.57,Surburban,Casual Cloths,TEE_BUD,1500,1,21-09-2016,8,14904.4,73,9.9652
Doug Jacobs,Male,41361.22,Urban,Casual Cloths,TEE_BUD,899,1,21-09-2016,12,5322.8,66,7.9188
Doug Jacobs,Female,27168.12,Surburban,Casual Cloths,TEE_BUD,1500,1,29-12-2016,10,21667.1,70,11.6795
Irene Maddox,Female,33433.59,Surburban,Casual Cloths,TEE_BUD,1500,1,30-10-2017,7,3838.8,73,2.205
Mick Hernandez,Female,833.04,Rural,Casual Cloths,TEE_BUD,1000,1,14-07-2016,4,10044.3,73,9.4486
Mick Hernandez,Female,22642.42,Urban,Casual Cloths,TEE_BUD,1500,1,14-07-2016,3,4825.1,73,6.03
Mick Hernandez,Male,503.89,Rural,Casual Cloths,TEE_BUD,1500,1,14-08-2015,8,7961.8,70,1.6704
Ross Baird,Male,47534.12,Rural,Casual Cloths,TEE_BUD,1500,1,14-12-2016,9,7039.2,71,-2.0622
